PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,LastName,Title,OtherName,OtherNameExists,AgeBin,TicketPrefix,TicketNo,FareBin,CabinLevel,CabinQty,NoCabin
802,1,2,"Collyer, Mrs. Harvey (Charlotte Annie Tate)",female,31,1,1,C.A. 31921,26.25,NA,S,Collyer,Mrs,Charlotte Annie Tate,TRUE,12,CA,31921,14,NA,NA,TRUE
803,1,1,"Carter, Master. William Thornton II",male,11,1,2,113760,120,B96 B98,S,Carter,Master,NA,FALSE,2,NA,113760,20,B,2,FALSE
804,1,3,"Thomas, Master. Assad Alexander",male,0.42,0,1,2625,8.5167,NA,C,Thomas,Master,NA,FALSE,1,NA,2625,7,NA,NA,TRUE
805,1,3,"Hedman, Mr. Oskar Arvid",male,27,0,0,347089,6.975,NA,S,Hedman,Mr,NA,FALSE,10,NA,347089,1,NA,NA,TRUE
806,0,3,"Johansson, Mr. Karl Johan",male,31,0,0,347063,7.775,NA,S,Johansson,Mr,NA,FALSE,12,NA,347063,4,NA,NA,TRUE
807,0,1,"Andrews, Mr. Thomas Jr",male,39,0,0,112050,0,A36,S,Andrews,Mr,NA,FALSE,16,NA,112050,1,A,1,FALSE
808,0,3,"Pettersson, Miss. Ellen Natalia",female,18,0,0,347087,7.775,NA,S,Pettersson,Miss,NA,FALSE,4,NA,347087,4,NA,NA,TRUE
809,0,2,"Meyer, Mr. August",male,39,0,0,248723,13,NA,S,Meyer,Mr,NA,FALSE,16,NA,248723,10,NA,NA,TRUE
810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",female,33,1,0,113806,53.1,E8,S,Chambers,Mrs,Bertha Griggs,TRUE,13,NA,113806,17,E,1,FALSE
811,0,3,"Alexander, Mr. William",male,26,0,0,3474,7.8875,NA,S,Alexander,Mr,NA,FALSE,9,NA,3474,5,NA,NA,TRUE
812,0,3,"Lester, Mr. James",male,39,0,0,A/4 48871,24.15,NA,S,Lester,Mr,NA,FALSE,16,A/4,48871,13,NA,NA,TRUE
813,0,2,"Slemen, Mr. Richard James",male,35,0,0,28206,10.5,NA,S,Slemen,Mr,NA,FALSE,14,NA,28206,9,NA,NA,TRUE
814,0,3,"Andersson, Miss. Ebba Iris Alfrida",female,6,4,2,347082,31.275,NA,S,Andersson,Miss,NA,FALSE,2,NA,347082,16,NA,NA,TRUE
815,0,3,"Tomlin, Mr. Ernest Portage",male,30.5,0,0,364499,8.05,NA,S,Tomlin,Mr,NA,FALSE,12,NA,364499,7,NA,NA,TRUE
816,0,1,"Fry, Mr. Richard",male,NA,0,0,112058,0,B102,S,Fry,Mr,NA,FALSE,NA,NA,112058,1,B,1,FALSE
817,0,3,"Heininen, Miss. Wendla Maria",female,23,0,0,STON/O2. 3101290,7.925,NA,S,Heininen,Miss,NA,FALSE,7,STON/O2,3101290,6,NA,NA,TRUE
818,0,2,"Mallet, Mr. Albert",male,31,1,1,S.C./PARIS 2079,37.0042,NA,C,Mallet,Mr,NA,FALSE,12,SC/PARIS,2079,16,NA,NA,TRUE
819,0,3,"Holm, Mr. John Fredrik Alexander",male,43,0,0,C 7075,6.45,NA,S,Holm,Mr,NA,FALSE,17,C,7075,1,NA,NA,TRUE
820,0,3,"Skoog, Master. Karl Thorsten",male,10,3,2,347088,27.9,NA,S,Skoog,Master,NA,FALSE,2,NA,347088,15,NA,NA,TRUE
821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",female,52,1,1,12749,93.5,B69,S,Hays,Mrs,Clara Jennings Gregg,TRUE,19,NA,12749,19,B,1,FALSE
822,1,3,"Lulic, Mr. Nikola",male,27,0,0,315098,8.6625,NA,S,Lulic,Mr,NA,FALSE,10,NA,315098,7,NA,NA,TRUE
823,0,1,"Reuchlin, Jonkheer. John George",male,38,0,0,19972,0,NA,S,Reuchlin,Jonkheer,NA,FALSE,16,NA,19972,1,NA,NA,TRUE
824,1,3,"Moor, Mrs. (Beila)",female,27,0,1,392096,12.475,E121,S,Moor,Mrs,Beila,TRUE,10,NA,392096,9,E,1,FALSE
825,0,3,"Panula, Master. Urho Abraham",male,2,4,1,3101295,39.6875,NA,S,Panula,Master,NA,FALSE,1,NA,3101295,17,NA,NA,TRUE
826,0,3,"Flynn, Mr. John",male,NA,0,0,368323,6.95,NA,Q,Flynn,Mr,NA,FALSE,NA,NA,368323,1,NA,NA,TRUE
827,0,3,"Lam, Mr. Len",male,NA,0,0,1601,56.4958,NA,S,Lam,Mr,NA,FALSE,NA,NA,1601,18,NA,NA,TRUE
828,1,2,"Mallet, Master. Andre",male,1,0,2,S.C./PARIS 2079,37.0042,NA,C,Mallet,Master,NA,FALSE,1,SC/PARIS,2079,16,NA,NA,TRUE
829,1,3,"McCormack, Mr. Thomas Joseph",male,NA,0,0,367228,7.75,NA,Q,McCormack,Mr,NA,FALSE,NA,NA,367228,4,NA,NA,TRUE
830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",female,62,0,0,113572,80,B28,NA,Stone,Mrs,Martha Evelyn,TRUE,20,NA,113572,19,B,1,FALSE
831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",female,15,1,0,2659,14.4542,NA,C,Yasbeck,Mrs,Selini Alexander,TRUE,3,NA,2659,11,NA,NA,TRUE
832,1,2,"Richards, Master. George Sibley",male,0.83,1,1,29106,18.75,NA,S,Richards,Master,NA,FALSE,1,NA,29106,12,NA,NA,TRUE
833,0,3,"Saad, Mr. Amin",male,NA,0,0,2671,7.2292,NA,C,Saad,Mr,NA,FALSE,NA,NA,2671,2,NA,NA,TRUE
834,0,3,"Augustsson, Mr. Albert",male,23,0,0,347468,7.8542,NA,S,Augustsson,Mr,NA,FALSE,7,NA,347468,5,NA,NA,TRUE
835,0,3,"Allum, Mr. Owen George",male,18,0,0,2223,8.3,NA,S,Allum,Mr,NA,FALSE,4,NA,2223,7,NA,NA,TRUE
836,1,1,"Compton, Miss. Sara Rebecca",female,39,1,1,PC 17756,83.1583,E49,C,Compton,Miss,NA,FALSE,16,PC,17756,19,E,1,FALSE
837,0,3,"Pasic, Mr. Jakob",male,21,0,0,315097,8.6625,NA,S,Pasic,Mr,NA,FALSE,6,NA,315097,7,NA,NA,TRUE
838,0,3,"Sirota, Mr. Maurice",male,NA,0,0,392092,8.05,NA,S,Sirota,Mr,NA,FALSE,NA,NA,392092,7,NA,NA,TRUE
839,1,3,"Chip, Mr. Chang",male,32,0,0,1601,56.4958,NA,S,Chip,Mr,NA,FALSE,13,NA,1601,18,NA,NA,TRUE
840,1,1,"Marechal, Mr. Pierre",male,NA,0,0,11774,29.7,C47,C,Marechal,Mr,NA,FALSE,NA,NA,11774,15,C,1,FALSE
841,0,3,"Alhomaki, Mr. Ilmari Rudolf",male,20,0,0,SOTON/O2 3101287,7.925,NA,S,Alhomaki,Mr,NA,FALSE,5,SOTON/O2,3101287,6,NA,NA,TRUE
842,0,2,"Mudd, Mr. Thomas Charles",male,16,0,0,S.O./P.P. 3,10.5,NA,S,Mudd,Mr,NA,FALSE,3,NA,3,9,NA,NA,TRUE
843,1,1,"Serepeca, Miss. Augusta",female,30,0,0,113798,31,NA,C,Serepeca,Miss,NA,FALSE,12,NA,113798,16,NA,NA,TRUE
844,0,3,"Lemberopolous, Mr. Peter L",male,34.5,0,0,2683,6.4375,NA,C,Lemberopolous,Mr,NA,FALSE,14,NA,2683,1,NA,NA,TRUE
845,0,3,"Culumovic, Mr. Jeso",male,17,0,0,315090,8.6625,NA,S,Culumovic,Mr,NA,FALSE,4,NA,315090,7,NA,NA,TRUE
846,0,3,"Abbing, Mr. Anthony",male,42,0,0,C.A. 5547,7.55,NA,S,Abbing,Mr,NA,FALSE,17,CA,5547,3,NA,NA,TRUE
847,0,3,"Sage, Mr. Douglas Bullen",male,NA,8,2,CA. 2343,69.55,NA,S,Sage,Mr,NA,FALSE,NA,CA,2343,18,NA,NA,TRUE
848,0,3,"Markoff, Mr. Marin",male,35,0,0,349213,7.8958,NA,C,Markoff,Mr,NA,FALSE,14,NA,349213,5,NA,NA,TRUE
849,0,2,"Harper, Rev. John",male,28,0,1,248727,33,NA,S,Harper,Rev,NA,FALSE,11,NA,248727,16,NA,NA,TRUE
850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",female,NA,1,0,17453,89.1042,C92,C,Goldenberg,Mrs,Edwiga Grabowska,TRUE,NA,NA,17453,19,C,1,FALSE
851,0,3,"Andersson, Master. Sigvard Harald Elias",male,4,4,2,347082,31.275,NA,S,Andersson,Master,NA,FALSE,2,NA,347082,16,NA,NA,TRUE
852,0,3,"Svensson, Mr. Johan",male,74,0,0,347060,7.775,NA,S,Svensson,Mr,NA,FALSE,20,NA,347060,4,NA,NA,TRUE
853,0,3,"Boulos, Miss. Nourelain",female,9,1,1,2678,15.2458,NA,C,Boulos,Miss,NA,FALSE,2,NA,2678,11,NA,NA,TRUE
854,1,1,"Lines, Miss. Mary Conover",female,16,0,1,PC 17592,39.4,D28,S,Lines,Miss,NA,FALSE,3,PC,17592,16,D,1,FALSE
855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",female,44,1,0,244252,26,NA,S,Carter,Mrs,Lilian Hughes,TRUE,17,NA,244252,14,NA,NA,TRUE
856,1,3,"Aks, Mrs. Sam (Leah Rosen)",female,18,0,1,392091,9.35,NA,S,Aks,Mrs,Leah Rosen,TRUE,4,NA,392091,8,NA,NA,TRUE
857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",female,45,1,1,36928,164.8667,NA,S,Wick,Mrs,Mary Hitchcock,TRUE,18,NA,36928,20,NA,NA,TRUE
858,1,1,"Daly, Mr. Peter Denis",male,51,0,0,113055,26.55,E17,S,Daly,Mr,NA,FALSE,19,NA,113055,14,E,1,FALSE
859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",female,24,0,3,2666,19.2583,NA,C,Baclini,Mrs,Latifa Qurban,TRUE,8,NA,2666,12,NA,NA,TRUE
860,0,3,"Razi, Mr. Raihed",male,NA,0,0,2629,7.2292,NA,C,Razi,Mr,NA,FALSE,NA,NA,2629,2,NA,NA,TRUE
861,0,3,"Hansen, Mr. Claus Peter",male,41,2,0,350026,14.1083,NA,S,Hansen,Mr,NA,FALSE,17,NA,350026,10,NA,NA,TRUE
862,0,2,"Giles, Mr. Frederick Edward",male,21,1,0,28134,11.5,NA,S,Giles,Mr,NA,FALSE,6,NA,28134,9,NA,NA,TRUE
863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",female,48,0,0,17466,25.9292,D17,S,Swift,Mrs,Margaret Welles Barron,TRUE,18,NA,17466,13,D,1,FALSE
864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",female,NA,8,2,CA. 2343,69.55,NA,S,Sage,Miss,NA,FALSE,NA,CA,2343,18,NA,NA,TRUE
865,0,2,"Gill, Mr. John William",male,24,0,0,233866,13,NA,S,Gill,Mr,NA,FALSE,8,NA,233866,10,NA,NA,TRUE
866,1,2,"Bystrom, Mrs. (Karolina)",female,42,0,0,236852,13,NA,S,Bystrom,Mrs,Karolina,TRUE,17,NA,236852,10,NA,NA,TRUE
867,1,2,"Duran y More, Miss. Asuncion",female,27,1,0,SC/PARIS 2149,13.8583,NA,C,Duran y More,Miss,NA,FALSE,10,SC/PARIS,2149,10,NA,NA,TRUE
868,0,1,"Roebling, Mr. Washington Augustus II",male,31,0,0,PC 17590,50.4958,A24,S,Roebling,Mr,NA,FALSE,12,PC,17590,17,A,1,FALSE
869,0,3,"van Melkebeke, Mr. Philemon",male,NA,0,0,345777,9.5,NA,S,van Melkebeke,Mr,NA,FALSE,NA,NA,345777,8,NA,NA,TRUE
870,1,3,"Johnson, Master. Harold Theodor",male,4,1,1,347742,11.1333,NA,S,Johnson,Master,NA,FALSE,2,NA,347742,9,NA,NA,TRUE
871,0,3,"Balkic, Mr. Cerin",male,26,0,0,349248,7.8958,NA,S,Balkic,Mr,NA,FALSE,9,NA,349248,5,NA,NA,TRUE
872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",female,47,1,1,11751,52.5542,D35,S,Beckwith,Mrs,Sallie Monypeny,TRUE,18,NA,11751,17,D,1,FALSE
873,0,1,"Carlsson, Mr. Frans Olof",male,33,0,0,695,5,B51 B53 B55,S,Carlsson,Mr,NA,FALSE,13,NA,695,1,B,3,FALSE
874,0,3,"Vander Cruyssen, Mr. Victor",male,47,0,0,345765,9,NA,S,Vander Cruyssen,Mr,NA,FALSE,18,NA,345765,8,NA,NA,TRUE
875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",female,28,1,0,P/PP 3381,24,NA,C,Abelson,Mrs,Hannah Wizosky,TRUE,11,P/PP,3381,13,NA,NA,TRUE
876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",female,15,0,0,2667,7.225,NA,C,Najib,Miss,NA,FALSE,3,NA,2667,2,NA,NA,TRUE
877,0,3,"Gustafsson, Mr. Alfred Ossian",male,20,0,0,7534,9.8458,NA,S,Gustafsson,Mr,NA,FALSE,5,NA,7534,8,NA,NA,TRUE
878,0,3,"Petroff, Mr. Nedelio",male,19,0,0,349212,7.8958,NA,S,Petroff,Mr,NA,FALSE,5,NA,349212,5,NA,NA,TRUE
879,0,3,"Laleff, Mr. Kristo",male,NA,0,0,349217,7.8958,NA,S,Laleff,Mr,NA,FALSE,NA,NA,349217,5,NA,NA,TRUE
880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",female,56,0,1,11767,83.1583,C50,C,Potter,Mrs,Lily Alexenia Wilson,TRUE,20,NA,11767,19,C,1,FALSE
881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",female,25,0,1,230433,26,NA,S,Shelley,Mrs,Imanita Parrish Hall,TRUE,9,NA,230433,14,NA,NA,TRUE
882,0,3,"Markun, Mr. Johann",male,33,0,0,349257,7.8958,NA,S,Markun,Mr,NA,FALSE,13,NA,349257,5,NA,NA,TRUE
883,0,3,"Dahlberg, Miss. Gerda Ulrika",female,22,0,0,7552,10.5167,NA,S,Dahlberg,Miss,NA,FALSE,7,NA,7552,9,NA,NA,TRUE
884,0,2,"Banfield, Mr. Frederick James",male,28,0,0,C.A./SOTON 34068,10.5,NA,S,Banfield,Mr,NA,FALSE,11,CA/SOTON,34068,9,NA,NA,TRUE
885,0,3,"Sutehall, Mr. Henry Jr",male,25,0,0,SOTON/OQ 392076,7.05,NA,S,Sutehall,Mr,NA,FALSE,9,SOTON/OQ,392076,1,NA,NA,TRUE
886,0,3,"Rice, Mrs. William (Margaret Norton)",female,39,0,5,382652,29.125,NA,Q,Rice,Mrs,Margaret Norton,TRUE,16,NA,382652,15,NA,NA,TRUE
887,0,2,"Montvila, Rev. Juozas",male,27,0,0,211536,13,NA,S,Montvila,Rev,NA,FALSE,10,NA,211536,10,NA,NA,TRUE
888,1,1,"Graham, Miss. Margaret Edith",female,19,0,0,112053,30,B42,S,Graham,Miss,NA,FALSE,5,NA,112053,15,B,1,FALSE
889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",female,NA,1,2,W./C. 6607,23.45,NA,S,Johnston,Miss,NA,FALSE,NA,W/C,6607,13,NA,NA,TRUE
890,1,1,"Behr, Mr. Karl Howell",male,26,0,0,111369,30,C148,C,Behr,Mr,NA,FALSE,9,NA,111369,15,C,1,FALSE
891,0,3,"Dooley, Mr. Patrick",male,32,0,0,370376,7.75,NA,Q,Dooley,Mr,NA,FALSE,13,NA,370376,4,NA,NA,TRUE
